"108","18","139","Avatar The Last Airbender: Book 1","20","Completed","Public",NULL,"10",NULL,"0","2013-08-11 05:38:06","2013-08-11 05:38:06","57954"
"109","18","137","Avatar The Last Airbender: Book 3","21","Completed","Public",NULL,"10",NULL,"0","2013-08-11 05:38:13","2013-08-11 05:38:13","57955"
"110","18","205","Sword Art Online","25","Completed","Public",NULL,"9",NULL,"0","2013-08-11 05:38:46","2013-08-11 05:38:46","57956"
"111","18","226","Sakurasou no Pet na Kanojo","24","Completed","Public",NULL,"7",NULL,"0","2013-08-11 05:39:38","2013-08-11 05:39:38","57957"
"112","18","34","Samurai Champloo","26","Completed","Public",NULL,"10",NULL,"0","2013-08-11 05:40:03","2013-08-11 05:40:03","57958"
"113","18","225","Amnesia","12","Completed","Public",NULL,"2","Only stars I gave were due to the good quality of the anime. Story line is too repetitive and boring","0","2013-08-11 05:41:42","2013-08-11 05:41:42","57959"
"114","18","106","Fairy Tail","134","Completed","Public",NULL,"7","Gets fairly repetitive. Might finish it later.","0","2013-08-11 05:42:55","2013-08-11 05:42:55","57960"
"115","18","92","Guilty Crown","22","Completed","Public",NULL,"9",NULL,"0","2013-08-11 16:18:55","2013-08-11 16:18:55","58457"
"116","25","106","Fairy Tail","95","Watching ","Public",NULL,"5",NULL,"0","2013-08-11 23:04:08","2013-08-11 23:04:08","58459"
"117","25","255","Shingeki no Kyojin","25","Completed","Public",NULL,"7",NULL,"0","2013-08-11 23:18:20","2013-08-11 23:18:20","58460"
"118","14","205","Sword Art Online","18","Dropped","Public",NULL,"4",NULL,"0","2013-08-12 07:34:01","2013-08-12 07:34:01","58489"
"119","3","313","Brothers Conflict","4","Watching ","Public",NULL,"6",NULL,"0","2013-08-13 04:55:58","2013-08-13 04:55:58","58555"
"120","583","221","Psycho - Pass","3","Watching","Public",NULL,NULL,NULL,"0","2013-08-13 07:11:32","2013-08-13 07:11:32","58557"
"121","12","289","Pretty Rhythm: Rainbow Live","26","Watching ","Public",NULL,"10","Happy-naru! So Kawaii! <3","0","2013-08-13 15:22:43","2013-08-13 15:22:43","58586"
"122","12","89","High School DxD","15","Watching ","Public",NULL,NULL,NULL,"0","2013-08-13 17:41:11","2013-08-13 17:41:11","58588"
"123","26","218","Claymore","26","Completed","Public",NULL,"4",NULL,"0","2013-08-14 19:27:52","2013-08-14 19:27:52","58622"
"124","14","89","High School DxD","6","Watching ","Public",NULL,"5",NULL,"0","2013-08-14 23:08:22","2013-08-14 23:08:22","58626"
"125","14","162","Angel Beats!","13","Completed","Public",NULL,"8",NULL,"0","2013-08-14 23:09:50","2013-08-14 23:09:50","58627"
"126","14","141","Ao No Exorcist","1","On hold","Public",NULL,"8",NULL,"0","2013-08-14 23:10:20","2013-08-14 23:10:20","58628"
"127","14","134","Baka to Test to Shoukanjuu","5","On hold","Public",NULL,"6",NULL,"0","2013-08-14 23:11:14","2013-08-14 23:11:14","58629"
"128","14","127","Black★Rock Shooter (TV)","8","Completed","Public",NULL,"10","I love this anime! <3","0","2013-08-14 23:11:57","2013-08-14 23:11:57","58630"
"129","14","126","Bleach","3","Watching ","Public",NULL,NULL,NULL,"0","2013-08-14 23:12:42","2013-08-14 23:12:42","58631"
"130","14","116","Death Note","37","Completed","Public",NULL,"10","One of the best anime's I've ever seen! :)","0","2013-08-14 23:14:17","2013-08-14 23:14:17","58632"
"131","14","117","Deadman Wonderland","6","Watching ","Public",NULL,"8",NULL,"0","2013-08-14 23:14:37","2013-08-14 23:14:37","58633"
"132","14","119","Darker Than Black","6","Watching ","Public",NULL,"8",NULL,"0","2013-08-14 23:14:53","2013-08-14 23:14:53","58634"
"133","14","227","Devil May Cry","12","Completed","Public",NULL,"9",NULL,"0","2013-08-14 23:15:01","2013-08-14 23:15:01","58635"
"134","14","113","Dragon Ball","153","Completed","Public",NULL,"5",NULL,"0","2013-08-14 23:15:13","2013-08-14 23:15:13","58636"
"135","14","112","Dragon Ball Z","291","Completed","Public",NULL,"5",NULL,"0","2013-08-14 23:15:20","2013-08-14 23:15:20","58637"
"136","14","108","Elfen Lied","6","Dropped","Public",NULL,"1",NULL,"0","2013-08-14 23:16:09","2013-08-14 23:16:09","58638"
"137","14","105","Fate / Stay Night","5","Watching ","Public",NULL,"6",NULL,"0","2013-08-14 23:16:38","2013-08-14 23:16:38","58639"
"138","14","106","Fairy Tail","52","On hold","Public",NULL,"5",NULL,"0","2013-08-14 23:16:53","2013-08-14 23:16:53","58640"
"139","14","100","Fruits Basket","26","Completed","Public",NULL,"5",NULL,"0","2013-08-14 23:17:33","2013-08-14 23:17:33","58642"
"140","14","99","Fullmetal Alchemist","51","Completed","Public",NULL,"5",NULL,"0","2013-08-14 23:17:39","2013-08-14 23:17:39","58643"
"141","14","88","High School of The Dead","7","Watching ","Public",NULL,"6",NULL,"0","2013-08-14 23:18:39","2013-08-14 23:18:39","58644"
"142","14","86","InuYasha","167","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:19:09","2013-08-14 23:19:09","58645"
"143","14","328","Makai Ouji: Devils and Realist","2","Watching ","Public",NULL,"5",NULL,"0","2013-08-14 23:20:26","2013-08-14 23:20:26","58646"
"144","14","41","Ouran High School Host Club","26","Completed","Public",NULL,"8","Cutest thing ever! XD","0","2013-08-14 23:21:31","2013-08-14 23:21:31","58647"
"145","14","189","Pokemon! Season 01: Indigo League","82","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:22:33","2013-08-14 23:22:33","58649"
"146","14","362","Pokemon! Season 02: Adventures on the Orange Islands","36","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:22:55","2013-08-14 23:22:55","58650"
"147","14","363","Pokemon! Season 03: The Johto Journeys","41","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:22:56","2013-08-14 23:22:56","58651"
"148","14","364","Pokemon! Season 04: Johto League Champions","52","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:23:01","2013-08-14 23:23:01","58652"
"149","14","365","Pokemon! Season 05: Master Quest","65","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:23:53","2013-08-14 23:23:53","58653"
"150","14","366","Pokemon! Season 06: Advanced","40","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:24:04","2013-08-14 23:24:04","58654"
"151","14","367","Pokemon! Season 07: Advanced Challenge","52","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:24:16","2013-08-14 23:24:16","58655"
"152","14","368","Pokemon! Season 08: Advanced Battle","53","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:24:25","2013-08-14 23:24:25","58656"
"153","14","369","Pokemon! Season 09: Battle Frontier","46","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:24:32","2013-08-14 23:24:32","58657"
"154","14","370","Pokemon! Season 10: Diamond and Pearl ","52","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:24:44","2013-08-14 23:24:44","58658"
"155","14","371","Pokemon! Season 11: Battle Dimension","52","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:25:27","2013-08-14 23:25:27","58659"
"156","14","372","Pokemon! Season 12: Galactic Battles","52","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:25:32","2013-08-14 23:25:32","58660"
"157","14","373","Pokemon! Season 13: Sinnoh League Victors ","34","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:25:43","2013-08-14 23:25:43","58661"
"158","14","374","Pokemon! Season 14: Black & White","48","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:25:50","2013-08-14 23:25:50","58662"
"159","14","375","Pokemon! Season 15: Black and White Rival Destinies ","49","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:26:07","2013-08-14 23:26:07","58663"
"160","14","164","Pokemon: Best Wishes!","84","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:26:30","2013-08-14 23:26:30","58664"
"161","14","361","Pokemon: Best Wishes! Season 2","24","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:26:37","2013-08-14 23:26:37","58665"
"162","14","230","Queen's Blade: Gyokuza wo Tsugu Mono","12","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:27:26","2013-08-14 23:27:26","58666"
"163","14","229","Queen's Blade: Rurou no Senshi","12","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:27:34","2013-08-14 23:27:34","58667"
"164","14","37","Rosario + Vampire","13","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:27:57","2013-08-14 23:27:57","58668"
"165","14","156","Rosario + Vampire Capu 2","13","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:28:10","2013-08-14 23:28:10","58669"
"166","14","304","Spice and Wolf","13","Completed","Public",NULL,"6",NULL,"0","2013-08-14 23:29:06","2013-08-14 23:29:06","58670"
"167","14","262","School Days","2","Dropped","Public",NULL,"2",NULL,"0","2013-08-14 23:29:21","2013-08-14 23:29:21","58671"
"168","14","255","Shingeki no Kyojin","25","Completed","Public",NULL,"7",NULL,"0","2013-08-14 23:29:54","2013-08-14 23:29:54","58672"
"169","14","220","Wolf's Rain","26","Completed","Public",NULL,"10",NULL,"0","2013-08-14 23:31:25","2013-08-14 23:31:25","58673"
"170","31","360","Kokoro Connect","13","Completed","Public",NULL,"10",NULL,"0","2013-08-15 00:46:10","2013-08-15 00:46:10","58719"
